epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
30.0	0.013695113360881805	0.10720373690128326	0.05231046087424809	0.011371282860636711	0.17453402280807495	0.06976865010945202	0.010050755925476551	0.2293812483549118	0.08221673773577322	0.00915146991610527	0.2801152467727661	0.09266804637996877	0.008268413133919239	0.31598061323165894	0.09969367710644181
31.0	0.013208216056227684	0.10295901447534561	0.0514175754279077	0.011349150910973549	0.17217901349067688	0.06959939073909657	0.010095019824802876	0.2296735644340515	0.08254657978241085	0.009193520061671734	0.27913913130760193	0.09276712662756523	0.008360481821000576	0.31774261593818665	0.10032188345523654
32.0	0.013482648879289627	0.10379235446453094	0.05191581781867336	0.011442103423178196	0.17389553785324097	0.07021468643848665	0.010213055647909641	0.23172736167907715	0.08329345539417057	0.00916917435824871	0.27837225794792175	0.09291573681736309	0.008332152850925922	0.3151133358478546	0.10019684586937877
33.0	0.013535764068365097	0.1042395532131195	0.05200426976744636	0.011552762240171432	0.17587852478027344	0.07059477047014533	0.010269122198224068	0.23365870118141174	0.08363477891041972	0.00915146991610527	0.27697646617889404	0.09268213361225344	0.00832684151828289	0.31434929370880127	0.10005226669803818
34.0	0.013464943505823612	0.10453692823648453	0.05250796870956131	0.011725390329957008	0.1788458526134491	0.07187265494635267	0.010366502217948437	0.23601002991199493	0.08477720051736555	0.009224504232406616	0.27958089113235474	0.09384228408468015	0.008376415818929672	0.3173592686653137	0.10125602244068917
35.0	0.013836756348609924	0.10671041905879974	0.05284475882226438	0.011738669127225876	0.17836661636829376	0.07148605698900917	0.010375353507697582	0.23592828214168549	0.0844388221510693	0.009315244853496552	0.2818024158477783	0.09401691061769833	0.008466714061796665	0.32010260224342346	0.10153470498753471
36.0	0.01377478800714016	0.1066904291510582	0.05330020505062203	0.011760801076889038	0.17868280410766602	0.07208105187892398	0.010428470559418201	0.23585548996925354	0.08503406339122925	0.009346229024231434	0.2812061309814453	0.09452526738716806	0.008484418503940105	0.3202948570251465	0.10213369403716802
37.0	0.013668554835021496	0.10515910387039185	0.05271055046552313	0.011698831804096699	0.1782214641571045	0.07156388475325046	0.010416666977107525	0.2357977032661438	0.08468203592530024	0.009313032031059265	0.2812742590904236	0.09412825080326168	0.008445466868579388	0.31777048110961914	0.10134893535570755
38.0	0.013633144088089466	0.10409805178642273	0.05236327037781729	0.011681127361953259	0.17745283246040344	0.07131865317335373	0.010437323711812496	0.23746687173843384	0.08487814107230413	0.009366147220134735	0.28280699253082275	0.09438098779065672	0.00845077820122242	0.3180568814277649	0.10135994063142352
39.0	0.01366855576634407	0.10368340462446213	0.051639750438279904	0.011689978651702404	0.17644231021404266	0.07054879127686613	0.010540604591369629	0.2380354255437851	0.08447873057768931	0.009390492923557758	0.2816387116909027	0.09367612322592	0.008512746542692184	0.31866106390953064	0.10097497399657146
40.0	0.013872168026864529	0.10415910184383392	0.05263681253323948	0.011831621639430523	0.17769885063171387	0.07165313115674476	0.01048158761113882	0.23579588532447815	0.08480387336954966	0.009328523650765419	0.2791520953178406	0.09390945279777843	0.008473795838654041	0.31539568305015564	0.10112304761355487
